	names	scores	logfoldchanges	pvals	pvals_adj
423	Fmnl2	3.7210739	2.1552982	0.00025820879206799144	0.0010612718881827217
1037	Ddhd1	2.457075	2.1416187	0.014881284289552408	0.04583369964728802
891	Ptch2	2.678235	2.1389203	0.008032625330042469	0.026176014710699348
889	Erc2	2.6820385	2.1305118	0.007952309207614984	0.02594117310444136
974	Tcfl5	2.5514007	2.1255646	0.011502178680569998	0.03633376899799796
1009	Tpmt	2.4946826	2.1215186	0.013448059345573672	0.041823996634342255
480	Atp8a1	3.5256994	2.1189961	0.0005251119874330027	0.002073899659583883
192	Pcolce2	4.898791	2.1172154	1.9738160408217975e-06	1.0226440513044592e-05
74	Gpx4-ps2	6.360243	2.1118953	1.2790042271806838e-09	8.48643427341148e-09
508	Slc13a5	3.471088	2.1039436	0.0006328900352481784	0.002470087811735094
92	Ildr1	5.9428926	2.1030743	1.0632520183348432e-08	6.646382025147774e-08
807	Zfp970	2.8301394	2.1020014	0.005135943359039451	0.017350190606134616
933	Fam53b	2.611222	2.0981386	0.009716705141665501	0.03115538574040204
82	Rfx2	6.1093006	2.0965612	4.647491797489667e-09	2.9784206031606393e-08
380	Igsf9b	3.8951626	2.0954404	0.0001336976333749536	0.0005699291337240845
134	Pramef12	5.522128	2.085626	9.924281785289518e-08	5.71509578816787e-07
37	Schip1	7.8446484	2.0800683	1.92177069584413e-13	1.6006695391809023e-12
362	Brpf3	3.9538424	2.0731976	0.00010615904671623603	0.0004592131833362341
833	Tigd2	2.7786248	2.0681238	0.00599300887594527	0.019995774673766724
578	4930447C04Rik	3.2987764	2.067044	0.0011517616355283364	0.004338336654698977
574	Sox13	3.305344	2.0581577	0.0011268204626245274	0.0042526694548923275
321	Zfp229	4.1581507	2.0508885	4.7384501227021455e-05	0.0002139105785830039
209	Plcg2	4.7855687	2.0477004	3.18221825084206e-06	1.619043646474134e-05
174	Mras	5.0674577	2.0350063	8.59952361680229e-07	4.5877500966499425e-06
1048	Myl7	2.4476864	2.031427	0.015269518345904617	0.046908825656190124
43	Cobl	7.5408325	2.0260656	9.427062427475078e-13	7.578406145756092e-12
240	Rps4x-ps	4.6041765	2.0190327	7.2737930452738074e-06	3.5882524075469185e-05
5	Jam2	13.530914	2.0147874	1.6086545694369702e-34	3.11023036430573e-33
776	Dusp16	2.87397	2.0123975	0.004494555271778898	0.015369228290691463
26	Rpp25	8.762683	2.006766	4.089648202529124e-16	3.921883754724269e-15
570	Zfp758	3.3093174	2.0059721	0.0011084026421067806	0.004189445538625688
953	Nutf2-ps1	2.59325	2.0002506	0.01021357716609785	0.0325782805016517
