	names	scores	logfoldchanges	pvals	pvals_adj
24758	Ttll9	-3.0205827	-19.743736	0.0025809336465454306	0.007607293192023351
23490	Smco3	-2.5109918	-19.745632	0.012181233931324875	0.03070605883682774
22919	Chaer1	-2.321477	-19.745886	0.02044245149332902	0.04822847986436126
24387	Cacng5	-2.8624723	-19.746433	0.0042829180559781676	0.012018876719314153
23273	Klk10	-2.4319525	-19.747915	0.015175851995917727	0.03726723880215106
24218	Ltc4s	-2.7938316	-19.752691	0.00529885307289614	0.014554806763407783
23059	Abca6	-2.3610048	-19.753408	0.018398511252784966	0.04406498740377094
23806	Mzb1	-2.625434	-19.75396	0.008773487985670542	0.022937998956214577
23225	Ly6g6g	-2.4133441	-19.754953	0.01596893190419466	0.038965863488106954
23306	Cxcr2	-2.4418414	-19.75871	0.014768689427767077	0.03640967250233409
23953	Gal3st2	-2.6860232	-19.759745	0.007339295646839053	0.019514198910381936
23780	Pla2g2c	-2.6178393	-19.768486	0.008969909723320884	0.023399110609985087
24498	2010010A06Rik	-2.9065583	-19.770077	0.003727290697049592	0.01061834239643398
23678	2410003I16Rik	-2.5769997	-19.772158	0.01009510179267615	0.025987808136787572
23680	Rp1	-2.577426	-19.772419	0.010082737112470071	0.025962114404266264
23309	Tacr1	-2.442172	-19.773352	0.01475523859293737	0.036381892883349705
23890	Ermap	-2.662995	-19.77628	0.007857514738837541	0.020730666913924337
24692	Nkx3-1	-2.9903698	-19.778008	0.002848180135349299	0.008319945423537563
23585	Mpz	-2.542514	-19.778755	0.011141495148806626	0.028357565708261968
23634	Tmod1	-2.5588953	-19.784492	0.010632977290665117	0.027215923777352245
23337	Hoxb3	-2.4542336	-19.784721	0.014272082965146558	0.03532129728224765
24263	C8a	-2.8110957	-19.784754	0.00502464106333511	0.013882132374627775
23565	Atp13a5	-2.535798	-19.785847	0.011356153967645114	0.02884773896632474
22916	Rgsl1	-2.3202076	-19.78672	0.020511242956901272	0.04838378753381238
23574	Ppp1r36	-2.5370772	-19.787348	0.01131498658342526	0.02876328924299802
23364	Pdxk-ps	-2.4640713	-19.790976	0.013888419670792315	0.03448672563488352
22926	Gstt4	-2.3227715	-19.791454	0.0203724867248795	0.04810857608860855
23957	Psg16	-2.6873374	-19.791605	0.007310672464060023	0.019448103030307206
